persona_description;item
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I get irritated easily.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am relaxed most of the time.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I hold a grudge.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I can’t stand confrontations.
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I try to follow the rules.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I love to help others.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I like to begin new things.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I do not like art.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe laws should be strictly enforced.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I worry about things.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe that others have good intentions.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I love to daydream.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I avoid mistakes.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I would never go hang-gliding or bungee-jumping.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I have difficulty imagining things.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I feel that I?€?m unable to deal with things.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I do more than what?€?s expected of me.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe that people should fend for themselves.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I get angry easily.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I don‘t like the idea of change.
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I avoid difficult reading material.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I turn my back on others.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I warm up quickly to others.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe that people are basically moral.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I don?€?t worry about things that have already happened.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am very pleased with myself.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I indulge in my fantasies.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I put little time and effort into my work.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am not really interested in others.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe in human goodness.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I often feel blue.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am calm even in tense situations.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I don‘t like to draw attention to myself.
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I dislike myself.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I avoid contact with others.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I can't make up my mind.
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am afraid that I will do the wrong thing.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe that there is no absolute right or wrong.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I can?€?t stand weak people.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I feel comfortable around other people.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I do not like concerts.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I take control of things.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I waste my time.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I like to take my time.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I have a lot of fun.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I believe that we coddle criminals too much.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I am able to control my cravings.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I enjoy the beauty of nature.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I seek quiet.	
I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses.;I try to lead others.
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I like to get lost in thought.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love to eat.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I often eat too much.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I handle tasks smoothly.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I use flattery to get ahead.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I know the answers to many questions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I enjoy thinking about things.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I complete tasks successfully.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get chores done right away.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I remain calm under pressure.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I rarely notice my emotional reactions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I involve others in what I am doing.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love to read challenging material.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I cheer people up.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seldom joke around.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do just enough work to get by.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seek danger.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I like to stand during the national anthem.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am often in a bad mood.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe that criminals should receive help rather than punishment.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I boast about my virtues.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I use others for my own ends.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I take charge.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I make friends easily.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I think highly of myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I think that all will be well.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not highly motivated to succeed.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not bothered by disorder.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I plunge into tasks with all my heart.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seldom get mad.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I make people feel welcome.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love large parties.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I go on binges.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I stick to my chosen path.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I leave my belongings around.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I know how to cope.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get upset easily.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seldom daydream.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I work hard.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love order and regularity.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I break my promises.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I distrust people.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I like to solve complex problems.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I suspect hidden motives in others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe that I am better than others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I dislike new foods.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am always busy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have a rich vocabulary.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I put people under pressure.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I often make last-minute plans.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I postpone decisions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I feel comfortable with myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I want everything to be just right.
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I easily resist temptations.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get back at others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am always prepared.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am often down in the dumps.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I panic easily.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I wait for others to lead the way.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am interested in many things.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I fear the worst.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am passionate about causes.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I start tasks right away.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I feel others’ emotions.
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I feel sympathy for those who are worse off than myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I adapt easily to new situations.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I dislike loud music.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I keep my cool.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I rarely complain.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I like to take it easy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do not enjoy going to art museums.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I hate to seem pushy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I avoid crowds.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I listen to my conscience.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am concerned about others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get stressed out easily.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I rarely get irritated.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I feel that my life lacks direction.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I express childlike joy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I spend time reflecting on things.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I take advantage of others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not easily annoyed.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seek adventure.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have little to say.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am able to stand up for myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I sympathize with the homeless.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I laugh aloud.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I trust others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe in an eye for an eye.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love surprise parties.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I value cooperation over competition.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I go straight for the goal.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe that we should be tough on crime.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I dislike being the center of attention.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not easily affected by my emotions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am a creature of habit.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am talk others into doing things.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I like to tidy up.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have a good word for everyone.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get others to do my duties.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I contradict others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love flowers.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do the opposite of what is asked.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I tell the truth.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do things according to a plan.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I can handle a lot of information.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I readily overcome setbacks.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I come up with good solutions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I consider myself an average person.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I know how to get things done.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I try to understand myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have frequent mood swings.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I choose my words with care.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get to work at once.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I make people feel uncomfortable.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I enjoy wild flights of fantasy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I try not to think about the needy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I often feel uncomfortable around others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I enjoy being part of a loud crowd.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am easily intimidated.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I can manage many things at the same time.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I react slowly.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I act without thinking.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I stick to the rules.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I trust what people say.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I make rash decisions.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I would never cheat on my taxes.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe in the importance of art.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have a low opinion of myself.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I often forget to put things back in their proper place.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe in one true religion.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I become overwhelmed by events.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I keep in the background.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I let things proceed at their own pace.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am indifferent to the feelings of others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I can handle complex problems.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I keep my promises.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I only feel comfortable with friends.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe that people are essentially evil.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I stumble over my words.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I make myself the center of attention.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seldom feel blue.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I pay my bills on time.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not bothered by messy people.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do things I later regret.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love excitement.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I seldom get emotional.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I read quickly.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I leave a messy in my room.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am easy to satisfy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do a lot in my spare time.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I get caught up in my problems.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I am not interested in abstract ideas.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I amuse my friends.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I love a good fight.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I act wild and crazy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I radiate joy.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I believe that too much tax money goes to support artists.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I yell at people.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do not have a good imagination.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I feel desperate.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I have difficulty starting tasks.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I talk to a lot of different people at parties.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I take no times for others.	
I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet.;I do not enjoy watching dance performances.	
